ORIGIN,ORIGIN_CITY,total_departures,avg_dep_delay,avg_arr_delay,delay_rate,cancellation_rate,avg_taxi_out,AIRPORT_NAME,LATITUDE,LONGITUDE,iso_country,AIRPORT_TYPE
APN,"Alpena, MI",286,11.98951048951049,11.041958041958042,0.13636363636363635,0.024475524475524476,10.804195804195805,Alpena County Regional Airport,45.0780983,-83.56030273,US,medium_airport
ART,"Watertown, NY",21,24.095238095238095,20.142857142857142,0.19047619047619047,0.14285714285714285,13.285714285714286,Watertown International Airport,43.991901,-76.021698,US,medium_airport
ASE,"Aspen, CO",2847,27.73375482964524,28.749912188268354,0.2672989111345276,0.09518791710572533,19.56480505795574,Aspen-Pitkin County Airport (Sardy Field),39.223202,-106.869003,US,medium_airport
ATL,"Atlanta, GA",153210,10.605234645258143,10.198642386267215,0.15562952809868807,0.016062920174923306,15.343097709026827,Hartsfield Jackson Atlanta International Airport,33.6367,-84.428101,US,large_airport
ATW,"Appleton, WI",2028,12.215976331360947,13.5034516765286,0.16321499013806706,0.021696252465483234,16.187869822485208,Appleton International Airport,44.258515,-88.519,US,medium_airport
ATY,"Watertown, SD",158,13.829113924050633,15.778481012658228,0.17721518987341772,0.06962025316455696,13.943037974683545,Watertown Regional Airport,44.91400146,-97.15470123,US,medium_airport
AUS,"Austin, TX",32593,13.426195808916026,13.050992544411377,0.1829227134660817,0.0269996625042187,13.618322952781272,Austin Bergstrom International Airport,30.197535,-97.662015,US,large_airport
AVL,"Asheville, NC",4141,15.344844240521613,15.725670127988408,0.1934315382757788,0.03187635836754407,15.257908717701039,Asheville Regional Airport,35.435488,-82.541853,US,medium_airport
AVP,"Scranton/Wilkes-Barre, PA",1046,15.552581261950287,15.365200764818356,0.14244741873804972,0.02581261950286807,15.18546845124283,Wilkes-Barre/Scranton International Airport,41.337064,-75.724232,US,medium_airport
AZA,"Phoenix, AZ",2722,13.837986774430565,14.265246142542248,0.21785451873622336,0.02718589272593681,12.881704628949302,Mesa Gateway Airport,33.3078,-111.654999,US,medium_airport
AZO,"Kalamazoo, MI",816,9.061274509803921,9.666666666666666,0.12745098039215685,0.030637254901960783,15.394607843137255,Kalamazoo/Battle Creek International Airport,42.232105,-85.549637,US,medium_airport
BDL,"Hartford, CT",10531,12.861266736302346,13.256670781502232,0.16617605165701263,0.02934194283543823,13.398062862026398,Bradley International Airport,41.938555,-72.688016,US,large_airport
BET,"Bethel, AK",313,12.252396166134185,13.226837060702875,0.2523961661341853,0.01597444089456869,9.319488817891374,Bethel Airport,60.77980042,-161.8379974,US,medium_airport
BFF,"Scottsbluff, NE",300,10.163333333333334,13.103333333333333,0.15333333333333332,0.03333333333333333,16.916666666666668,Western Neb. Rgnl/William B. Heilig Airport,41.87400055,-103.5960007,US,medium_airport
BFL,"Bakersfield, CA",1189,17.3784693019344,17.741799831791422,0.1438183347350715,0.02607232968881413,15.031959629941127,Meadows Field,35.433601,-119.056999,US,medium_airport
BFM,"Mobile, AL",27,12.62962962962963,15.185185185185185,0.25925925925925924,0.0,13.444444444444445,Mobile Downtown Airport,30.626800537100003,-88.06809997559999,US,medium_airport
BGM,"Binghamton, NY",260,22.55,22.5,0.15384615384615385,0.011538461538461539,14.95,Greater Binghamton/Edwin A Link field,42.20869827,-75.97979736,US,medium_airport
BGR,"Bangor, ME",1780,15.432022471910113,16.07247191011236,0.19213483146067414,0.03876404494382023,16.05112359550562,Bangor International Airport,44.806364,-68.826668,US,medium_airport
BHM,"Birmingham, AL",7042,14.697529111047997,14.642005112184039,0.17140017040613462,0.02911104799772792,14.232320363533088,Birmingham-Shuttlesworth International Airport,33.562877,-86.750712,US,large_airport
BIH,"Bishop, CA",68,11.382352941176471,11.088235294117647,0.11764705882352941,0.058823529411764705,12.985294117647058,Eastern Sierra Regional Airport,37.3731,-118.363998,US,medium_airport
BIL,"Billings, MT",2018,11.437561942517345,13.228939544103072,0.1491575817641229,0.014866204162537165,14.841922695738354,Billings Logan International Airport,45.808932,-108.541242,US,medium_airport
BIS,"Bismarck/Mandan, ND",1750,14.244571428571428,15.285714285714286,0.1697142857142857,0.025714285714285714,16.376571428571427,Bismarck Municipal Airport,46.772734,-100.746874,US,medium_airport
BJI,"Bemidji, MN",335,14.540298507462687,14.710447761194029,0.07462686567164178,0.011940298507462687,12.044776119402986,Bemidji Regional Airport,47.50939941,-94.93370056,US,medium_airport
BKG,"Branson, MO",40,15.425,14.0,0.275,0.0,9.7,Branson Airport,36.532082,-93.200544,US,medium_airport
BLI,"Bellingham, WA",1119,7.621090259159964,7.500446827524575,0.11974977658623771,0.03306523681858802,11.115281501340483,Bellingham International Airport,48.79280090332031,-122.53800201416016,US,medium_airport
BLV,"Belleville, IL",526,24.180608365019012,25.627376425855513,0.279467680608365,0.051330798479087454,10.4106463878327,Scott AFB/Midamerica Airport,38.5452,-89.835197,US,medium_airport
BMI,"Bloomington/Normal, IL",1182,11.178510998307953,12.417089678510997,0.16074450084602368,0.02284263959390863,13.922165820642977,Central Illinois Regional Airport at Bloomington-Normal,40.4771,-88.915901,US,medium_airport
BNA,"Nashville, TN",37399,12.549560148667076,11.97478542207011,0.1742025187839247,0.02925211904061606,13.354608411989625,Nashville International Airport,36.1245,-86.6782,US,large_airport
BOI,"Boise, ID",10086,9.0852667063256,9.890937933769582,0.1372199087844537,0.012393416617093,14.46470354947452,Boise Air Terminal/Gowen Field,43.5644,-116.223,US,large_airport
BOS,"Boston, MA",55251,14.483176775080993,14.565908309351867,0.18848527628459213,0.027619409603446093,18.55732927910807,Boston Logan International Airport,42.36197,-71.0079,US,large_airport
BPT,"Beaumont/Port Arthur, TX",405,14.491358024691358,16.614814814814814,0.18765432098765433,0.024691358024691357,14.595061728395061,Jack Brooks Regional Airport,29.9508,-94.020699,US,medium_airport
BQK,"Brunswick, GA",431,9.784222737819025,10.150812064965198,0.10904872389791183,0.009280742459396751,14.097447795823665,Brunswick Golden Isles Airport,31.258801,-81.466499,US,medium_airport
BRD,"Brainerd, MN",324,12.191358024691358,11.367283950617283,0.10185185185185185,0.012345679012345678,11.685185185185185,Brainerd Lakes Regional Airport,46.402861,-94.129727,US,medium_airport
BRO,"Brownsville, TX",795,14.952201257861635,16.563522012578616,0.1471698113207547,0.026415094339622643,13.49811320754717,Brownsville South Padre Island International Airport,25.907238,-97.425235,US,medium_airport
BRW,"Barrow, AK",214,7.789719626168225,8.47196261682243,0.16822429906542055,0.04672897196261682,8.102803738317757,Wiley Post Will Rogers Memorial Airport,71.285402,-156.766008,US,medium_airport
BTM,"Butte, MT",363,7.236914600550964,8.330578512396695,0.10192837465564739,0.01928374655647383,14.669421487603305,Bert Mooney Airport,45.95479965209961,-112.49700164794922,US,medium_airport
BTR,"Baton Rouge, LA",2421,13.38124741842214,14.02932672449401,0.15117719950433706,0.02560925237505163,14.350681536555143,Baton Rouge Metropolitan Airport,30.533199,-91.149597,US,medium_airport
BTV,"Burlington, VT",3327,14.742711151187256,15.627291854523595,0.17282837391042982,0.03456567478208596,17.50225428313796,Patrick Leahy Burlington International Airport,44.471901,-73.153297,US,medium_airport
BUF,"Buffalo, NY",8729,13.473020964600757,13.54691259021652,0.161186848436247,0.041012716233245504,13.131171955550464,Buffalo Niagara International Airport,42.940498,-78.732201,US,large_airport
BUR,"Burbank, CA",12188,10.472349852313751,10.154168034131933,0.15736790285526747,0.04003938299967181,14.271004266491632,Hollywood Burbank/Bob Hope Airport,34.202834,-118.35805,US,large_airport
BWI,"Baltimore, MD",40972,14.40913306648443,12.82436786097823,0.20714146246216927,0.033657131699697355,12.910231377526115,Baltimore/Washington International Thurgood Marshall Airport,39.1754,-76.668297,US,large_airport
BZN,"Bozeman, MT",4312,13.150974025974026,14.224489795918368,0.1843692022263451,0.018320964749536178,16.123840445269018,Bozeman Yellowstone International Airport,45.778853,-111.153711,US,medium_airport
CAE,"Columbia, SC",2805,10.65204991087344,11.048841354723708,0.1358288770053476,0.021746880570409983,15.232442067736185,Columbia Metropolitan Airport,33.938172,-81.123022,US,medium_airport
CAK,"Akron, OH",1604,14.58852867830424,15.203865336658355,0.17518703241895262,0.02493765586034913,15.972568578553616,Akron Canton Regional Airport,40.91609954833984,-81.44219970703125,US,medium_airport
CDB,"Cold Bay, AK",28,17.642857142857142,20.0,0.5,0.03571428571428571,8.785714285714286,Cold Bay Airport,55.207871,-162.725029,US,medium_airport
CDC,"Cedar City, UT",299,10.45819397993311,10.434782608695652,0.09364548494983277,0.006688963210702341,14.123745819397993,Cedar City Regional Airport,37.70100021362305,-113.0989990234375,US,medium_airport
CDV,"Cordova, AK",334,7.0359281437125745,8.248502994011975,0.1347305389221557,0.020958083832335328,10.68562874251497,Merle K (Mudhole) Smith Airport,60.491798,-145.477997,US,medium_airport
CGI,"Cape Girardeau, MO",305,15.124590163934426,14.504918032786886,0.13442622950819672,0.05573770491803279,13.98032786885246,Cape Girardeau Regional Airport,37.2253,-89.570801,US,medium_airport
CHA,"Chattanooga, TN",2859,12.15215110178384,12.301154249737671,0.13396292409933544,0.020286813571178734,14.431269674711437,Chattanooga Metropolitan Airport (Lovell Field),35.035301,-85.203796,US,medium_airport
CHO,"Charlottesville, VA",1613,16.213267203967764,17.295102293862367,0.18474891506509608,0.0347179169249845,17.220086794792312,Charlottesville Albemarle Airport,38.13859939575195,-78.4529037475586,US,medium_airport
CHS,"Charleston, SC",10593,12.482771641650146,12.549891437741906,0.16756348532049467,0.03247427546492967,14.434249032379874,Charleston International Airport,32.896159,-80.038151,US,large_airport
CID,"Cedar Rapids/Iowa City, IA",3621,14.747307373653687,15.488539077602873,0.16929025131179232,0.03231151615575808,14.854736260701463,The Eastern Iowa Airport,41.884701,-91.7108,US,medium_airport
CIU,"Sault Ste. Marie, MI",351,19.113960113960115,18.145299145299145,0.1111111111111111,0.019943019943019943,15.655270655270655,Chippewa County International Airport,46.242038,-84.462082,US,medium_airport
CKB,"Clarksburg/Fairmont, WV",394,25.695431472081218,25.200507614213198,0.20812182741116753,0.03553299492385787,14.050761421319796,North Central West Virginia Airport,39.2966,-80.228104,US,medium_airport
CLE,"Cleveland, OH",17920,12.584598214285714,12.843415178571428,0.1625,0.029575892857142856,14.30619419642857,Cleveland Hopkins International Airport,41.411701,-81.8498,US,large_airport
CLL,"College Station/Bryan, TX",728,8.188186813186814,10.05631868131868,0.14285714285714285,0.04807692307692308,11.961538461538462,Easterwood Field,30.5886,-96.3638,US,medium_airport
CLT,"Charlotte, NC",94101,11.758674190497445,12.162144929384384,0.18196405989309358,0.02478188329560791,20.10777781320071,Charlotte Douglas International Airport,35.2140007019043,-80.94309997558594,US,large_airport
CMH,"Columbus, OH",17532,10.848220396988363,11.195414099931554,0.15206479580196214,0.027777777777777776,13.702600958247775,John Glenn Columbus International Airport,39.998001,-82.891899,US,large_airport
CMI,"Champaign/Urbana, IL",851,10.263219741480611,11.313748531139835,0.13513513513513514,0.022326674500587545,12.863689776733255,University of Illinois Willard Airport,40.039819,-88.276249,US,medium_airport
CMX,"Hancock/Houghton, MI",350,20.154285714285713,20.12,0.18285714285714286,0.054285714285714284,15.871428571428572,Houghton County Memorial Airport,47.168399810791016,-88.48909759521484,US,medium_airport
CNY,"Moab, UT",302,27.658940397350992,28.37748344370861,0.16225165562913907,0.039735099337748346,16.79801324503311,Canyonlands Regional Airport,38.755001,-109.754997,US,medium_airport
COD,"Cody, WY",246,25.630081300813007,27.341463414634145,0.22764227642276422,0.016260162601626018,18.097560975609756,Yellowstone Regional Airport,44.520199,-109.024002,US,medium_airport
COS,"Colorado Springs, CO",4709,14.772775536207263,15.126141431301763,0.18347844552983647,0.022085368443406243,18.259927797833935,City of Colorado Springs Municipal Airport,38.805801,-104.700996,US,large_airport
COU,"Columbia, MO",695,16.4,17.237410071942445,0.17985611510791366,0.05467625899280575,14.755395683453237,Columbia Regional Airport,38.8181,-92.219597,US,medium_airport
CPR,"Casper, WY",719,11.055632823365785,12.82892906815021,0.17107093184979139,0.02086230876216968,18.31710709318498,Casper-Natrona County International Airport,42.907381,-106.461609,US,medium_airport
CRP,"Corpus Christi, TX",2017,9.49628160634606,10.1631135349529,0.13039167079821518,0.04115022310361924,12.759543877045116,Corpus Christi International Airport,27.770399,-97.501198,US,medium_airport
CRW,"Charleston/Dunbar, WV",1621,13.14682294879704,13.523750771128933,0.16286243059839606,0.024676125848241828,16.812461443553364,Yeager Airport,38.3731,-81.593201,US,medium_airport
CSG,"Columbus, GA",624,7.493589743589744,8.166666666666666,0.14262820512820512,0.016025641025641024,16.96474358974359,Columbus Airport,32.516415,-84.939602,US,medium_airport
CVG,"Cincinnati, OH",17493,12.13153832961756,12.718515977819699,0.173212141999657,0.025553078374206825,14.51626364831647,Cincinnati Northern Kentucky International Airport,39.048801,-84.667801,US,large_airport
CWA,"Mosinee, WI",892,11.855381165919283,12.088565022421525,0.13565022421524664,0.028026905829596414,15.688340807174887,Central Wisconsin Airport,44.777448,-89.670238,US,medium_airport
CYS,"Cheyenne, WY",162,17.0,18.098765432098766,0.12962962962962962,0.06172839506172839,15.037037037037036,Cheyenne Regional Jerry Olson Field,41.155701,-104.811997,US,medium_airport
DAB,"Daytona Beach, FL",1418,12.909026798307476,12.654442877291961,0.1234132581100141,0.0232722143864598,14.270098730606488,Daytona Beach International Airport,29.18255,-81.059464,US,medium_airport
DAL,"Dallas, TX",30739,13.573701161391067,11.493314681674745,0.20212108396499562,0.0378672045284492,11.203845277985621,Dallas Love Field,32.844776,-96.847653,US,large_airport
DAY,"Dayton, OH",4014,11.721973094170403,12.413054309915296,0.14374688589935228,0.02092675635276532,15.377179870453412,James M. Cox Dayton International Airport,39.902401,-84.219398,US,medium_airport
DBQ,"Dubuque, IA",246,9.516260162601625,10.373983739837398,0.13008130081300814,0.04065040650406504,13.41869918699187,Dubuque Regional Airport,42.402,-90.709503,US,medium_airport
DCA,"Washington, DC",53155,13.267105634465244,13.744784121907628,0.18190198476154643,0.0333176559119556,18.789765779324618,Ronald Reagan Washington National Airport,38.8521,-77.037697,US,large_airport
DDC,"Dodge City, KS",235,11.629787234042553,13.012765957446808,0.1148936170212766,0.0425531914893617,15.391489361702128,Dodge City Regional Airport,37.76340103149414,-99.9655990600586,US,medium_airport
DEC,"Decatur, IL",282,22.624113475177303,22.411347517730498,0.10638297872340426,0.03546099290780142,11.47517730496454,Decatur Airport,39.834598541259766,-88.8656997680664,US,medium_airport
DEN,"Denver, CO",119624,15.322903430749683,14.616556878218418,0.21904467330970373,0.02727713502307229,16.664189460308968,Denver International Airport,39.860027,-104.673792,US,large_airport
DFW,"Dallas/Fort Worth, TX",129971,14.882119857506675,15.154688353555793,0.20942364065830069,0.03229181894422602,18.349277915842766,Dallas Fort Worth International Airport,32.896801,-97.038002,US,large_airport
DHN,"Dothan, AL",483,8.219461697722567,8.229813664596273,0.12215320910973085,0.006211180124223602,16.047619047619047,Dothan Regional Airport,31.3213005065918,-85.44960021972656,US,medium_airport
DIK,"Dickinson, ND",86,17.290697674418606,18.069767441860463,0.1511627906976744,0.023255813953488372,22.325581395348838,Dickinson Theodore Roosevelt Regional Airport,46.797533,-102.801905,US,medium_airport
DLG,"Dillingham, AK",137,10.598540145985401,11.744525547445255,0.26277372262773724,0.051094890510948905,8.138686131386862,Dillingham Airport,59.04470062,-158.5050049,US,medium_airport
DLH,"Duluth, MN",993,14.371601208459214,14.089627391742196,0.14501510574018128,0.035246727089627394,16.434038267875128,Duluth International Airport,46.841873,-92.198746,US,medium_airport
DRO,"Durango, CO",1583,15.152242577384712,16.914718888186986,0.18445988629185092,0.027795325331648767,19.737207833228048,Durango La Plata County Airport,37.151501,-107.753998,US,medium_airport
DRT,"Del Rio, TX",280,12.960714285714285,13.817857142857143,0.16785714285714284,0.025,14.696428571428571,Del Rio International Airport,29.3742008209,-100.927001953,US,medium_airport
DSM,"Des Moines, IA",6867,11.557885539536915,12.550895587592835,0.15174020678607836,0.023591087811271297,14.308431629532548,Des Moines International Airport,41.534027,-93.656719,US,large_airport
DTW,"Detroit, MI",62165,10.9778975307649,11.090291964932035,0.1508244188852248,0.017533982144293414,16.725842515885144,Detroit Metropolitan Wayne County Airport,42.21377,-83.353786,US,large_airport
DVL,"Devils Lake, ND",267,11.599250936329588,12.786516853932584,0.14606741573033707,0.07116104868913857,17.363295880149813,Devils Lake Regional Airport,48.115454,-98.908796,US,medium_airport
EAR,"Kearney, NE",301,13.069767441860465,14.09966777408638,0.13953488372093023,0.036544850498338874,16.325581395348838,Kearney Regional Airport,40.727001,-99.006798,US,medium_airport
EAT,"Wenatchee, WA",138,10.08695652173913,10.68840579710145,0.10144927536231885,0.036231884057971016,7.797101449275362,Pangborn Memorial Airport,47.398899,-120.207001,US,medium_airport
EAU,"Eau Claire, WI",279,15.093189964157705,15.362007168458781,0.13620071684587814,0.03942652329749104,14.189964157706093,Chippewa Valley Regional Airport,44.86579895019531,-91.48429870605467,US,medium_airport
ECP,"Panama City, FL",3358,11.843656938653961,11.605717689100656,0.1509827278141751,0.0247170935080405,11.68671828469327,Northwest Florida Beaches International Airport,30.357106,-85.795414,US,medium_airport
EGE,"Eagle, CO",1313,21.527037319116527,21.743335872048743,0.21934501142421933,0.04798172124904798,17.88804265041889,Eagle County Regional Airport,39.64260101,-106.9179993,US,medium_airport
EKO,"Elko, NV",245,14.073469387755102,15.383673469387755,0.10204081632653061,0.0163265306122449,13.208163265306123,Elko Regional Airport,40.82490158081055,-115.79199981689452,US,medium_airport
ELM,"Elmira/Corning, NY",472,11.815677966101696,12.453389830508474,0.16101694915254236,0.029661016949152543,13.025423728813559,Elmira Corning Regional Airport,42.1599006652832,-76.8916015625,US,medium_airport
ELP,"El Paso, TX",7073,11.612187190725294,11.322493991234271,0.14633111833733917,0.02714548282199915,13.559734200480701,El Paso International Airport,31.809908,-106.375607,US,large_airport
ERI,"Erie, PA",287,12.839721254355402,12.724738675958188,0.14634146341463414,0.024390243902439025,16.43205574912892,Erie International Tom Ridge Field,42.083127,-80.173867,US,medium_airport
ESC,"Escanaba, MI",314,20.461783439490446,21.044585987261147,0.1751592356687898,0.01592356687898089,12.968152866242038,Delta County Airport,45.723199,-87.088623,US,medium_airport
EUG,"Eugene, OR",3302,11.149909145972138,11.03694730466384,0.14021804966686857,0.019079345850999394,13.672622652937614,Eugene Airport,44.124599,-123.211998,US,medium_airport
EVV,"Evansville, IN",1252,7.348242811501597,8.728434504792332,0.1269968051118211,0.02875399361022364,16.75479233226837,Evansville Regional Airport,38.0369987488,-87.5324020386,US,medium_airport
EWN,"New Bern/Morehead/Beaufort, NC",672,10.892857142857142,9.879464285714286,0.11458333333333333,0.026785714285714284,15.282738095238095,Coastal Carolina Regional Airport,35.0730018616,-77.04290008539999,US,medium_airport
EWR,"Newark, NJ",52860,18.336473704124103,18.2029701097238,0.23308740068104428,0.03881952326901249,22.130098373060914,Newark Liberty International Airport,40.6894,-74.170545,US,large_airport
EYW,"Key West, FL",3464,17.562644341801384,17.525692840646652,0.22921478060046188,0.032909930715935336,12.635103926096997,Key West International Airport,24.556119,-81.759579,US,medium_airport
FAI,"Fairbanks, AK",2017,7.257312840852752,7.671294000991572,0.1308874566187407,0.015865146256817054,13.537927615270203,Fairbanks International Airport,64.815102,-147.856003,US,medium_airport
FAR,"Fargo, ND",2761,16.400941687794276,17.022455632017387,0.17855849329952916,0.034407823252444764,17.336834480260777,Hector International Airport,46.9207,-96.815804,US,medium_airport
FAT,"Fresno, CA",5203,12.622909859696328,12.659427253507591,0.14587737843551796,0.017682106477032482,13.518739188929464,Fresno Yosemite International Airport,36.775767,-119.718018,US,large_airport
FAY,"Fayetteville, NC",1293,12.65274555297757,11.900232018561486,0.13534416086620263,0.030935808197989172,15.122969837587007,Fayetteville Regional Airport - Grannis Field,34.991199,-78.880302,US,medium_airport
FCA,"Kalispell, MT",1961,13.596634370219276,14.830698623151454,0.14431412544620092,0.013258541560428353,16.31871494135645,Glacier Park International Airport,48.310501,-114.255997,US,medium_airport
FLG,"Flagstaff, AZ",938,11.022388059701493,11.67590618336887,0.12260127931769722,0.039445628997867806,17.97547974413646,Flagstaff Pulliam Airport,35.139757,-111.669826,US,medium_airport
FLL,"Fort Lauderdale, FL",40179,16.988377012867417,16.668309315811744,0.22245451604071778,0.02702904502351975,16.514323402772593,Fort Lauderdale Hollywood International Airport,26.072599,-80.152702,US,large_airport
FLO,"Florence, SC",7,0.7142857142857143,3.2857142857142856,0.14285714285714285,0.0,13.714285714285714,Florence Regional Airport,34.18539810180664,-79.7238998413086,US,medium_airport
FNT,"Flint, MI",1312,14.919969512195122,16.303353658536587,0.1989329268292683,0.03277439024390244,13.915396341463415,Bishop International Airport,42.969294,-83.743355,US,medium_airport
FOD,"Fort Dodge, IA",144,28.26388888888889,27.368055555555557,0.13194444444444445,0.027777777777777776,12.125,Fort Dodge Regional Airport,42.552624,-94.191237,US,medium_airport
FSD,"Sioux Falls, SD",3269,14.853777913735087,15.542979504435607,0.18048332823493424,0.03456714591618232,16.475374732334046,Sioux Falls Regional Airport,43.585463,-96.741152,US,medium_airport
FSM,"Fort Smith, AR",708,12.806497175141242,13.851694915254237,0.13983050847457626,0.03672316384180791,13.690677966101696,Fort Smith Regional Airport,35.336601,-94.367401,US,medium_airport
FWA,"Fort Wayne, IN",2582,17.395817195972114,17.238187451587915,0.18280402788536018,0.030209140201394268,15.098760650658404,Fort Wayne International Airport,40.978896,-85.194465,US,medium_airport
GCC,"Gillette, WY",320,13.95,15.259375,0.1375,0.034375,16.940625,Northeast Wyoming Regional Airport,44.3489,-105.539001,US,medium_airport
GCK,"Garden City, KS",369,8.506775067750677,10.254742547425474,0.13279132791327913,0.02168021680216802,12.802168021680217,Garden City Regional Airport,37.9275016785,-100.723999023,US,medium_airport
GEG,"Spokane, WA",7548,10.17117117117117,10.48357180710122,0.1363275039745628,0.013513513513513514,14.15818759936407,Spokane International Airport,47.6199,-117.533997,US,large_airport
GFK,"Grand Forks, ND",692,9.563583815028903,9.614161849710984,0.11560693641618497,0.02745664739884393,14.773121387283236,Grand Forks International Airport,47.949299,-97.176102,US,medium_airport
GGG,"Longview, TX",393,13.346055979643767,15.597964376590332,0.16793893129770993,0.027989821882951654,14.099236641221374,East Texas Regional Airport,32.38399887084961,-94.71150207519533,US,medium_airport
GJT,"Grand Junction, CO",1815,15.05564738292011,16.001652892561985,0.15867768595041323,0.017630853994490357,16.23581267217631,Grand Junction Regional Airport,39.126663,-108.529387,US,medium_airport
GNV,"Gainesville, FL",1814,12.633958103638369,12.735391400220507,0.15490628445424476,0.023704520396912898,13.01819184123484,Gainesville Regional Airport,29.6900997162,-82.2717971802,US,medium_airport
GPT,"Gulfport/Biloxi, MS",1663,10.380637402285027,11.069152134696331,0.1371016235718581,0.027660853878532773,14.034876728803367,Gulfport Biloxi International Airport,30.405582,-89.069836,US,medium_airport
GRB,"Green Bay, WI",1990,10.940201005025125,12.128140703517587,0.13417085427135678,0.02613065326633166,14.352763819095477,Austin Straubel International Airport,44.483459,-88.130805,US,medium_airport
GRI,"Grand Island, NE",448,18.118303571428573,19.430803571428573,0.22767857142857142,0.03125,12.738839285714286,Central Nebraska Regional Airport,40.96749877929688,-98.30960083007812,US,medium_airport
GRK,"Killeen, TX",1177,12.833474936278675,14.355989804587935,0.17332200509770604,0.03993203058623619,15.939677145284621,Killeen Regional Airport / Robert Gray Army Airfield,31.0672,-97.828903,US,medium_airport
GRR,"Grand Rapids, MI",7636,12.444342587742273,13.161341016238868,0.16147197485594553,0.030906233630172867,14.654924044002096,Gerald R. Ford International Airport,42.880798,-85.522797,US,large_airport
GSO,"Greensboro/High Point, NC",4738,11.57555930772478,11.710848459265513,0.13634444913465596,0.031025749261291685,16.210426340227944,Piedmont Triad International Airport,36.09937,-79.937262,US,large_airport
